in.store,age,items,amount,region,,,,
0,39,8,1763.3,3,,,,
1,74,8,85.94,3,,,,
0,45,8,625.45,4,,,,
1,30,8,127.9,4,,,,
0,31,8,517.88,1,,,,
0,70,8,485.9,2,,,,
0,64,8,371.06,2,,,,
1,37,8,976.45,1,,,,
1,46,8,614.21,3,,,,
0,19,8,1238.8,4,,,,
0,68,8,468.06,2,,,,
1,71,8,79.9,3,,,,
0,50,8,2913.2,4,,,,
0,63,8,1044.7,4,,,,
0,26,8,2472,3,,,,
1,53,8,999,1,,,,
1,46,8,924.42,4,,,,
1,28,8,551.58,4,,,,
0,35,8,2948.7,4,,,,
1,32,8,1860.8,4,,,,
0,30,8,307.18,1,,,,
0,33,8,485.14,2,,,,
1,47,8,1760.7,4,,,,
1,32,8,556.25,4,,,,
0,30,8,285.53,2,,,,
0,72,8,8.2,2,,,,
1,37,8,1778.5,1,,,,
0,41,8,912.07,4,,,,
0,56,8,2090.6,4,,,,
0,37,8,215.13,2,,,,
1,39,8,391.24,3,,,,
1,60,8,870.46,3,,,,
0,25,8,893.04,3,,,,
1,66,8,226.05,1,,,,
1,32,8,1106.1,4,,,,
1,30,8,1202.5,4,,,,
0,47,8,450.98,2,,,,
1,48,8,319.21,1,,,,
0,84,8,142.7,2,,,,
0,32,8,435.57,4,,,,
1,45,8,1960.4,1,,,,
0,67,8,156.73,2,,,,
1,23,8,566.36,1,,,,
0,29,8,5.46,2,,,,
0,31,8,434.73,2,,,,
0,29,8,271.35,4,,,,
1,36,8,619.04,3,,,,
1,47,8,959.81,1,,,,
1,40,8,158.68,1,,,,
1,43,8,1866.4,4,,,,
1,48,8,1995.8,4,,,,
0,40,8,2812.6,4,,,,
0,50,8,13.94,2,,,,
0,44,8,1889.9,3,,,,
0,28,8,457.31,2,,,,
0,25,8,817.62,1,,,,
0,53,8,156.23,2,,,,
1,38,8,646.9,4,,,,
0,61,8,2436.9,4,,,,
0,46,8,569.55,4,,,,
0,29,8,153.51,2,,,,
1,67,8,398.55,3,,,,
1,65,8,308.88,1,,,,
0,54,8,262.5,2,,,,
0,28,8,2751.8,4,,,,
1,27,8,1396.4,4,,,,
1,34,8,399.65,3,,,,
0,37,8,358.97,2,,,,
1,39,8,1922.4,1,,,,
0,28,8,411.14,3,,,,
1,26,8,1679.6,1,,,,
0,35,8,466.61,2,,,,
0,64,8,121.05,2,,,,
0,34,8,1157.6,4,,,,
0,38,8,499.58,2,,,,
1,52,8,337.52,1,,,,
1,59,8,250.4,1,,,,
0,23,8,1521.8,4,,,,
0,36,8,2491.5,4,,,,
1,22,8,582.86,4,,,,
0,22,8,2275.2,3,,,,
1,48,8,1591.9,4,,,,
0,53,8,67.01,2,,,,
1,53,8,110.09,1,,,,
1,33,8,1929.1,4,,,,
1,48,8,159.07,1,,,,
1,38,8,679.28,1,,,,
0,57,8,734.24,3,,,,
1,45,8,119.73,3,,,,
0,21,8,766.09,4,,,,
1,53,8,910.89,4,,,,
1,33,8,1992.2,4,,,,
1,39,8,766.1,1,,,,
1,38,8,852.51,3,,,,
1,43,8,831.53,4,,,,
0,29,8,385.11,4,,,,
0,50,8,1814.1,4,,,,
0,80,8,416.22,2,,,,
1,41,8,1920.1,4,,,,
0,36,8,2074,3,,,,
0,55,8,1475.8,3,,,,
0,52,8,499.72,3,,,,
0,62,8,511.85,4,,,,
1,27,8,1805.1,4,,,,
1,24,8,748.18,1,,,,
1,25,8,951.88,1,,,,
0,66,8,62.74,2,,,,
1,67,8,901.7,3,,,,
1,55,8,781.8,3,,,,
0,81,8,44.79,2,,,,
1,50,8,406.64,1,,,,
1,44,8,526.19,1,,,,
0,49,8,2081.9,3,,,,
1,45,8,942.64,1,,,,
0,70,8,388.77,2,,,,
0,47,8,1359.1,3,,,,
1,31,8,1601.4,4,,,,
1,50,8,162.71,1,,,,
1,57,8,164.62,3,,,,
1,48,8,1453.4,1,,,,
0,37,8,2879.1,3,,,,
0,38,8,372.33,2,,,,
0,45,8,277.62,4,,,,
1,71,8,234.82,3,,,,
0,69,8,125.84,2,,,,
1,23,8,846.86,4,,,,
0,82,8,345.85,2,,,,
1,22,8,1013.9,1,,,,
0,43,8,1514.4,1,,,,
0,50,8,2873.1,4,,,,
0,58,8,307.65,2,,,,
0,33,8,1305,4,,,,
0,29,8,1311.6,4,,,,
1,35,8,363.32,1,,,,
0,34,8,804.3,3,,,,
1,35,8,198.69,4,,,,
0,54,8,2041.1,4,,,,
0,26,8,1726.3,4,,,,
0,40,8,143.11,2,,,,
0,31,8,449.24,2,,,,
0,30,8,1035.8,4,,,,
0,41,8,161.26,2,,,,
1,51,8,624.41,3,,,,
1,20,8,1901.3,1,,,,
0,55,8,1724.1,3,,,,
1,68,8,763.03,1,,,,
1,54,8,435.36,3,,,,
0,26,8,2570.7,4,,,,
0,47,8,384.07,2,,,,
0,45,8,1502.1,4,,,,
0,30,8,199.16,1,,,,
0,29,8,1593.2,3,,,,
1,48,8,609.59,1,,,,
0,53,8,988.62,1,,,,
0,22,8,2080.6,3,,,,
0,50,8,140.57,2,,,,
0,81,8,40.83,2,,,,
0,62,8,161.81,2,,,,
0,46,8,2036.4,4,,,,
0,38,8,297.73,2,,,,
1,34,8,956.01,3,,,,
0,47,8,466.47,2,,,,
1,19,8,1496.7,4,,,,
1,46,8,940.71,3,,,,
1,47,8,509.6,4,,,,
0,46,8,434.09,2,,,,
1,38,8,187.84,4,,,,
0,50,8,2182,4,,,,
1,28,8,970.87,1,,,,
1,30,8,1616.8,1,,,,
1,43,8,1726.1,4,,,,
0,34,8,322.3,2,,,,
0,22,8,499.48,3,,,,
1,66,8,350.22,1,,,,
1,49,8,631.28,3,,,,
1,47,8,949.3,3,,,,
1,22,8,270.28,1,,,,
1,49,8,197.04,3,,,,
0,34,8,496.02,1,,,,
0,46,8,750.52,4,,,,
1,47,8,1609.2,4,,,,
1,72,8,105.06,1,,,,
0,28,8,527.2,3,,,,
0,38,8,31.73,2,,,,
1,67,8,481.43,1,,,,
1,58,8,564.82,1,,,,
1,30,8,165.04,4,,,,
0,45,8,11.18,2,,,,
1,43,8,952.22,1,,,,
0,40,8,1175.3,1,,,,
1,42,8,1940,4,,,,
0,70,8,95.07,2,,,,
1,66,8,334.23,1,,,,
1,35,8,1484.5,4,,,,
0,39,8,396.14,1,,,,
1,26,8,1202.7,4,,,,
1,22,8,844.81,4,,,,
1,49,8,445.96,1,,,,
1,21,8,627.71,1,,,,
0,54,8,1605.7,1,,,,
1,47,8,541.39,4,,,,
1,47,8,951.07,4,,,,
0,33,8,1482.8,3,,,,
1,39,8,666.38,3,,,,
1,33,8,376.77,1,,,,
1,61,8,942.9,1,,,,
0,41,8,20.95,2,,,,
0,38,8,1216,4,,,,
0,25,8,2927,3,,,,
0,63,8,810.43,1,,,,
0,81,8,429.95,2,,,,
0,32,8,331.14,2,,,,
1,27,8,705.33,1,,,,
1,41,8,384.26,3,,,,
0,21,8,2027.6,4,,,,
0,29,8,2440.1,4,,,,
1,23,8,1358.5,4,,,,
1,22,8,1570,4,,,,
1,47,8,1087.8,4,,,,
0,49,8,755.96,3,,,,
1,47,8,873.86,3,,,,
1,40,8,201.1,3,,,,
1,40,8,1451.3,4,,,,
0,51,8,703.35,4,,,,
0,24,8,2773.8,4,,,,
0,42,8,198.29,2,,,,
0,31,8,143.39,2,,,,
1,29,8,809.4,4,,,,
1,51,8,533.09,1,,,,
0,18,8,830.72,3,,,,
0,53,8,110.52,1,,,,
1,50,8,660.03,3,,,,
0,27,8,713.89,3,,,,
1,32,8,1276.9,4,,,,
1,40,8,237.04,1,,,,
1,34,8,333.39,1,,,,
1,41,8,518.84,4,,,,
0,22,8,683.98,3,,,,
0,41,8,221.85,2,,,,
0,36,8,126.85,2,,,,
0,18,8,1269.7,3,,,,
1,54,8,903.5,4,,,,
1,62,8,703.75,3,,,,
0,46,8,2632,4,,,,
0,79,8,485.49,2,,,,
1,46,8,889.48,4,,,,
1,60,8,487.5,1,,,,
1,49,8,1765.7,1,,,,
0,69,8,221.18,1,,,,
1,49,8,774.41,1,,,,
0,52,8,2967,4,,,,
0,69,8,173.16,2,,,,
0,59,8,2959.3,3,,,,
1,34,8,255.35,3,,,,
1,62,8,163.78,3,,,,
0,75,8,281.75,2,,,,
0,69,8,119.61,2,,,,
1,41,8,589.73,3,,,,
1,28,8,265.26,3,,,,
0,24,8,1715,4,,,,
0,24,8,625.46,4,,,,
0,43,8,1279.1,3,,,,
0,20,8,1031.7,4,,,,
0,34,8,2569.8,4,,,,
1,59,8,868.63,3,,,,
0,55,8,2489.9,3,,,,
0,61,8,484.57,2,,,,
0,30,8,1401.4,3,,,,
0,48,8,2316.2,4,,,,
1,23,8,1660.2,1,,,,
0,59,8,2936.6,3,,,,
0,47,8,2775.5,4,,,,
0,79,8,220.68,2,,,,
1,34,8,601.14,1,,,,
0,28,8,1987.9,4,,,,
0,44,8,299.58,1,,,,
0,25,8,2673.2,3,,,,
0,25,8,1246,3,,,,
1,36,8,591.53,1,,,,
1,55,8,581.08,1,,,,
0,54,8,1348.3,4,,,,
1,44,8,957.03,3,,,,
0,55,8,66.92,2,,,,
1,47,8,760.6,1,,,,
0,85,8,267.58,2,,,,
0,55,8,1340.5,3,,,,
0,27,8,2148,3,,,,
1,31,8,1086.3,1,,,,
1,38,8,1652,4,,,,
1,56,8,148.45,3,,,,
0,37,8,1116.9,4,,,,
1,32,8,392.05,1,,,,
1,35,8,94.42,3,,,,
1,44,8,163.62,3,,,,
1,68,8,131.13,3,,,,
1,39,8,485.03,3,,,,
1,31,8,568.62,3,,,,
1,44,8,900.28,4,,,,
0,44,8,2348.5,3,,,,
0,59,8,1927.8,4,,,,
0,26,8,2722.1,4,,,,
1,29,8,1828.6,1,,,,
0,59,8,2560.7,4,,,,
0,69,8,113.19,2,,,,
1,56,8,802.33,3,,,,
0,70,8,250.31,2,,,,
0,24,8,2265.9,4,,,,
0,29,8,442.58,2,,,,
0,49,8,605.12,4,,,,
0,56,8,632.93,1,,,,
1,23,8,620.27,4,,,,
1,50,8,124.38,3,,,,
1,43,8,484.75,1,,,,
0,31,8,2573.6,3,,,,
1,22,8,1435.4,4,,,,
0,37,8,1376.8,3,,,,
0,30,8,451.21,2,,,,
0,41,8,1500.9,4,,,,
0,51,8,2846.3,3,,,,
0,57,8,2166,4,,,,
0,60,8,518.2,3,,,,
1,31,8,327.1,3,,,,
0,35,8,269.5,2,,,,
0,49,8,479.61,2,,,,
0,34,8,1253.2,4,,,,
0,31,8,269.86,2,,,,
0,43,8,428.49,2,,,,
0,84,8,149.11,2,,,,
1,70,8,109.1,3,,,,
0,74,8,489.24,2,,,,
1,72,8,171.31,3,,,,
1,37,8,962.28,4,,,,
1,24,8,1036.5,4,,,,
0,64,8,668.66,1,,,,
1,35,8,1371.6,1,,,,
0,64,8,312.18,2,,,,
1,41,8,1607,1,,,,
1,63,8,330.2,3,,,,
1,47,8,896,4,,,,
1,46,8,158.4,3,,,,
1,26,8,851.24,1,,,,
1,21,8,1207.7,4,,,,
1,43,8,1488.9,1,,,,
0,82,8,494.63,2,,,,
1,41,8,1366.3,4,,,,
0,36,8,431.29,2,,,,
0,64,8,378.57,2,,,,
1,24,8,755.82,1,,,,
1,40,8,1024.4,4,,,,
0,63,8,2061.8,4,,,,
0,74,8,189.11,2,,,,
1,46,8,414.9,4,,,,
0,57,8,327.2,2,,,,
1,28,8,612.04,4,,,,
1,73,8,906.91,3,,,,
1,28,8,424.38,1,,,,
0,42,8,6.36,2,,,,
1,38,8,1627.9,4,,,,
0,29,8,15.78,2,,,,
0,72,8,228.3,2,,,,
1,69,8,936.78,1,,,,
0,61,8,2105.4,4,,,,
1,26,8,378.83,3,,,,
0,30,8,292.65,3,,,,
1,39,8,1762.7,1,,,,
1,48,8,274.75,3,,,,
1,46,8,1737,4,,,,
0,30,8,156.45,3,,,,
0,65,8,243.99,2,,,,
0,39,8,2002.5,4,,,,
0,68,8,211.57,1,,,,
0,82,8,464.85,2,,,,
0,30,8,287.29,2,,,,
1,29,8,1194.4,4,,,,
0,36,8,955.9,1,,,,
1,41,8,471.21,1,,,,
1,68,8,119.15,3,,,,
0,41,8,466.45,2,,,,
0,42,8,1828.5,1,,,,
1,46,8,1773.5,1,,,,
0,32,8,1041.1,3,,,,
1,34,8,473.87,3,,,,
1,25,8,327.07,4,,,,
0,48,8,805.59,3,,,,
0,23,8,2631.7,4,,,,
1,22,8,498.83,4,,,,
1,31,8,467.47,3,,,,
1,32,8,1199.5,1,,,,
0,74,8,260.08,2,,,,
0,23,8,2379.8,4,,,,
0,41,8,484.24,2,,,,
1,58,8,306.5,3,,,,
0,29,8,900.89,4,,,,
0,74,8,338.31,2,,,,
1,51,8,534.79,4,,,,
1,23,8,1596.9,4,,,,
0,39,8,615.22,3,,,,
1,44,8,287.2,3,,,,
1,39,8,1335.1,4,,,,
0,73,8,34.78,2,,,,
1,70,8,109.57,1,,,,
0,50,8,1241.1,1,,,,
0,69,8,44,2,,,,
0,29,8,1751.2,3,,,,
0,81,8,358.82,2,,,,
0,43,8,487.69,2,,,,
0,49,8,201.45,4,,,,
0,42,8,2805.2,4,,,,
0,45,8,406.92,1,,,,
1,56,8,238.87,3,,,,
0,22,8,825.98,1,,,,
1,36,8,1513.8,1,,,,
0,80,8,140.58,2,,,,
1,58,8,413.49,1,,,,
1,68,8,172.85,3,,,,
1,66,8,630.02,1,,,,
1,30,8,236.86,4,,,,
1,26,8,949.69,1,,,,
0,48,8,75.29,2,,,,
1,23,8,1542.6,1,,,,
0,30,8,70.22,2,,,,
0,25,8,384.55,3,,,,
0,46,8,5.67,2,,,,
1,50,8,370.48,3,,,,
0,28,8,1697.9,4,,,,
0,26,8,1743.4,3,,,,
0,33,8,438.17,2,,,,
0,50,8,1231.5,4,,,,
0,48,8,2578.5,4,,,,
0,35,8,431.25,3,,,,
0,41,8,1075,1,,,,
1,35,8,773.74,4,,,,
0,53,8,2975.2,4,,,,
1,33,8,118.61,1,,,,
0,55,8,174.42,2,,,,
0,45,8,386.12,2,,,,
1,36,8,244.69,3,,,,
0,40,8,450.35,2,,,,
1,42,8,324.96,3,,,,
0,53,8,123.29,2,,,,
0,30,8,1233,3,,,,
1,46,8,428.32,1,,,,
0,22,8,1079,1,,,,
0,45,8,1115.8,4,,,,
1,19,8,1635.3,1,,,,
0,44,8,71.17,2,,,,
0,51,8,239.52,2,,,,
1,35,8,1905.5,4,,,,
1,45,8,670.21,1,,,,
1,47,8,837.25,1,,,,
0,50,8,2403.4,4,,,,
1,52,8,156.27,1,,,,
1,52,8,976.64,1,,,,
0,41,8,472.27,2,,,,
0,60,8,113.09,2,,,,
1,34,8,536.87,1,,,,
0,60,8,1070.5,4,,,,
1,48,8,747.74,1,,,,
1,50,8,1070.2,4,,,,
0,53,8,1805.6,3,,,,
0,84,8,478.83,2,,,,
0,47,8,2313.4,4,,,,
0,63,8,539.06,4,,,,
1,49,8,529.17,4,,,,
0,47,8,2718.5,3,,,,
1,32,8,95.4,3,,,,
0,43,8,171.46,3,,,,
1,51,8,92.06,3,,,,
0,55,8,801.9,4,,,,
0,28,8,1293.3,4,,,,
1,23,8,981.39,4,,,,
0,74,8,68.23,2,,,,
1,27,8,588.71,1,,,,
1,48,8,485.77,3,,,,
1,25,8,1553.2,4,,,,
0,52,8,970.08,3,,,,
1,46,8,1735.5,4,,,,
0,19,8,1919.1,4,,,,
0,46,8,876.7,1,,,,
0,19,8,1935.9,3,,,,
1,46,8,512.49,3,,,,
0,41,8,107.98,2,,,,
0,33,8,2714.8,4,,,,
1,65,8,714,3,,,,
1,38,8,951.22,3,,,,
1,65,8,369.65,1,,,,
0,52,8,1156.3,4,,,,
1,26,8,1847.5,1,,,,
1,67,8,724.61,1,,,,
0,19,8,1831.6,4,,,,
0,65,8,215.68,2,,,,
0,40,8,804.04,1,,,,
1,36,8,838.1,3,,,,
1,45,8,817.52,1,,,,
0,48,8,189.14,2,,,,
0,58,8,489.4,2,,,,
1,27,8,602.18,1,,,,
0,52,8,202.18,2,,,,
1,51,8,808.33,3,,,,
0,45,8,418.64,3,,,,
1,50,8,873.84,1,,,,
0,30,8,59,2,,,,
0,56,8,1237.9,4,,,,
0,39,8,343.74,4,,,,
1,37,8,376.36,1,,,,
0,33,8,2518.6,4,,,,
1,34,8,552.53,3,,,,
1,23,8,1464.9,1,,,,
0,50,8,352,2,,,,
0,27,8,111.92,3,,,,
0,21,8,2744.3,4,,,,
0,77,8,190.35,2,,,,
0,34,8,245.5,2,,,,
1,23,8,1989.4,4,,,,
1,53,8,54.33,4,,,,
1,27,8,1233.1,1,,,,
1,31,8,1587.6,4,,,,
0,41,8,16.42,2,,,,
1,36,8,1507.2,4,,,,
1,53,8,777.23,3,,,,
1,60,8,811.73,3,,,,
1,50,8,360.77,3,,,,
1,45,8,872.45,3,,,,
1,68,8,78.52,1,,,,
1,69,8,891.97,1,,,,
0,39,8,86.85,2,,,,
0,59,8,297.26,2,,,,
1,47,8,607.88,1,,,,
0,30,8,254.15,2,,,,
0,49,8,2098.6,3,,,,
0,39,8,1912.5,3,,,,
0,65,8,381.66,2,,,,
1,30,8,662.34,4,,,,
1,23,8,696.25,4,,,,
0,55,8,492.65,2,,,,
1,53,8,185.71,4,,,,
0,32,8,172.67,4,,,,
0,60,8,192.29,2,,,,
1,54,8,503.04,4,,,,
0,63,8,699.04,3,,,,
0,77,8,92.02,2,,,,
1,24,8,1835.6,4,,,,
0,30,8,41.05,2,,,,
0,42,8,1387.4,4,,,,
0,55,8,1276,4,,,,
1,30,8,570.03,1,,,,
1,30,8,639.2,4,,,,
1,36,8,999.69,1,,,,
0,48,8,66.99,1,,,,
0,22,8,1132.8,3,,,,
1,31,8,646.86,3,,,,
0,44,8,19.73,2,,,,
1,19,8,1021.3,4,,,,
1,20,8,1904.7,4,,,,
1,30,8,495.88,1,,,,
0,29,8,1339.9,4,,,,
1,32,8,1402.1,1,,,,
0,31,8,1459.1,4,,,,
0,64,8,430.52,2,,,,
1,25,8,1556.9,4,,,,
0,48,8,1158.9,4,,,,
1,46,8,1284.4,4,,,,
0,77,8,92.45,2,,,,
1,51,8,447.53,1,,,,
0,32,8,449.56,2,,,,
1,28,8,1673.6,1,,,,
0,61,8,324.75,2,,,,
0,46,8,479.52,2,,,,
0,53,8,223.45,2,,,,
0,27,8,137.22,4,,,,
1,66,8,449.46,3,,,,
0,19,8,851.24,4,,,,
0,41,8,155.83,2,,,,
1,54,8,264.84,4,,,,
1,46,8,1109,4,,,,
1,26,8,565.63,1,,,,
1,48,8,1421.9,1,,,,
0,48,8,1240.4,4,,,,
0,37,8,2345.5,4,,,,
0,27,8,914.59,3,,,,
1,37,8,1968.8,1,,,,
1,47,8,1820,4,,,,
0,41,8,138,2,,,,
1,28,8,697.86,4,,,,
0,42,8,286.17,2,,,,
1,38,8,592.42,1,,,,
0,20,8,530.56,4,,,,
1,51,8,445.83,4,,,,
0,18,8,187.3,4,,,,
0,61,8,1298.3,4,,,,
1,41,8,653.07,1,,,,
1,39,8,635.67,1,,,,
0,25,8,870.43,4,,,,
1,47,8,804.62,4,,,,
0,50,8,2849.4,4,,,,
0,36,8,1278.2,3,,,,
0,79,8,485.96,2,,,,
0,70,8,474.86,2,,,,
1,21,8,824.21,1,,,,
1,44,8,803.95,3,,,,
1,20,8,294.95,1,,,,
1,19,8,1267.9,4,,,,
0,46,8,393.35,3,,,,
0,32,8,1116.9,3,,,,
1,44,8,520.15,3,,,,
0,18,8,1993.4,4,,,,
1,54,8,290.71,4,,,,
0,47,8,1180.8,4,,,,
0,65,8,740.41,1,,,,
0,50,8,540.49,3,,,,
1,71,8,892.98,3,,,,
1,35,8,98.28,1,,,,
0,36,8,996.91,4,,,,
0,38,8,2612.3,3,,,,
1,61,8,563.36,1,,,,
1,31,8,698,1,,,,
1,63,8,779.37,1,,,,
0,56,8,452.22,2,,,,
1,47,8,1786.7,4,,,,
1,48,8,976.73,1,,,,
0,54,8,2631.8,3,,,,
1,58,8,696.98,1,,,,
0,35,8,407.1,2,,,,
0,59,8,144.93,2,,,,
0,60,8,2929.5,4,,,,
0,51,8,2965.1,4,,,,
0,55,8,1732.6,3,,,,
0,54,8,1030.9,4,,,,
0,28,8,1724.2,4,,,,
1,68,8,109.54,1,,,,
1,27,8,375.88,1,,,,
0,81,8,296.55,2,,,,
1,35,8,276.76,3,,,,
0,53,8,446.68,2,,,,
0,36,8,457.56,2,,,,
1,48,8,1272,4,,,,
1,55,8,653.1,3,,,,
0,40,8,1184.8,3,,,,
1,48,8,865.9,1,,,,
0,85,8,170.48,2,,,,
1,43,8,540.48,1,,,,
0,78,8,145.29,2,,,,
0,41,8,938.58,4,,,,
0,30,8,1520.1,4,,,,
1,21,8,366.63,4,,,,
0,49,8,185.72,2,,,,
0,62,8,455.08,2,,,,
1,62,8,949.7,3,,,,
0,58,8,2485,3,,,,
1,47,8,811.45,3,,,,
1,42,8,512.7,1,,,,
1,43,8,270.4,1,,,,
1,48,8,65.31,3,,,,
0,26,8,774.19,1,,,,
0,75,8,295.33,2,,,,
1,51,8,219.57,3,,,,
1,25,8,535.51,4,,,,
1,49,8,1168.2,4,,,,
1,36,8,715.02,3,,,,
1,55,8,590.9,3,,,,
1,34,8,463.63,4,,,,
0,41,8,1464.1,3,,,,
0,49,8,2322.1,3,,,,
0,35,8,548.26,1,,,,
1,22,8,1175.4,4,,,,
0,45,8,2574.6,4,,,,
1,55,8,1440.9,4,,,,
1,19,8,355.52,4,,,,
1,35,8,809.76,1,,,,
0,66,8,119.43,2,,,,
1,20,8,1306.5,4,,,,
0,51,8,1336.6,4,,,,
1,64,8,594.43,3,,,,
0,46,8,116.45,2,,,,
1,44,8,1681.6,4,,,,
1,27,8,1515,4,,,,
0,38,8,2590.4,3,,,,
1,40,8,1283.1,4,,,,
0,44,8,146.71,3,,,,
1,64,8,401.19,3,,,,
0,70,8,220.86,2,,,,
0,35,8,249.59,2,,,,
1,45,8,245.47,1,,,,
1,55,8,648.65,3,,,,
0,39,8,777.38,1,,,,
0,68,8,444.95,2,,,,
0,58,8,197.37,2,,,,
0,35,8,1131.4,4,,,,
1,41,8,608.74,1,,,,
1,47,8,109.34,1,,,,
0,54,8,30.74,2,,,,
0,18,8,2425.3,3,,,,
0,23,8,786.1,4,,,,
0,33,8,1687.9,4,,,,
0,35,8,1974.6,4,,,,
0,56,8,86.97,2,,,,
0,38,8,2645.5,3,,,,
0,19,8,2413.8,4,,,,
0,50,8,147.46,4,,,,
0,52,8,116.9,2,,,,
1,68,8,853.04,3,,,,
1,44,8,290.99,3,,,,
0,38,8,424.37,2,,,,
1,25,8,890.32,1,,,,
0,18,8,317.83,3,,,,
1,44,8,594.64,4,,,,
1,40,8,662.18,1,,,,
0,42,8,319.48,2,,,,
0,76,8,471.62,2,,,,
0,52,8,326.47,2,,,,
1,38,8,1316.3,1,,,,
1,44,8,158.52,3,,,,
0,41,8,401.32,2,,,,
1,31,8,663.25,3,,,,
1,28,8,297.66,4,,,,
0,55,8,242.66,2,,,,
0,43,8,31.38,2,,,,
1,47,8,1107.2,1,,,,
0,28,8,2533.1,4,,,,
0,56,8,434.11,2,,,,
1,19,8,1039.6,4,,,,
0,41,8,256.97,1,,,,
0,83,8,228.22,2,,,,
0,49,8,320.55,4,,,,
1,53,8,60,1,,,,
1,70,8,107.4,3,,,,
0,33,8,1264.1,3,,,,
1,68,8,798.69,3,,,,
0,47,8,903.76,3,,,,
1,58,8,225.16,1,,,,
0,23,8,1261.8,1,,,,
0,44,8,849.8,4,,,,
1,33,8,234.59,1,,,,
0,22,8,1193.6,3,,,,
0,66,8,177.64,2,,,,
1,66,8,307.63,1,,,,
0,58,8,54,2,,,,
0,42,8,78.84,2,,,,
1,50,8,1038,4,,,,
0,57,8,172.92,2,,,,
1,19,8,424.5,4,,,,
0,43,8,821.51,4,,,,
1,67,8,136.97,1,,,,
1,36,8,534.34,3,,,,
0,79,8,140.04,2,,,,
0,59,8,1941.7,3,,,,
0,79,8,461.84,2,,,,
1,49,8,1308.6,4,,,,
0,83,8,451.51,2,,,,
0,32,8,40.54,2,,,,
1,53,8,661.01,4,,,,
1,41,8,1809.6,4,,,,
0,54,8,1639.1,4,,,,
0,70,8,457.04,1,,,,
0,59,8,912.24,4,,,,
1,34,8,257.66,3,,,,
0,38,8,192.19,2,,,,
0,72,8,23.17,2,,,,
0,39,8,378.39,2,,,,
0,41,8,1881.8,4,,,,
0,51,8,1548.9,4,,,,
0,61,8,153.99,4,,,,
1,69,8,796.98,3,,,,
0,76,8,349.2,2,,,,
0,44,8,612.9,3,,,,
0,66,8,554.35,1,,,,
1,55,8,1505.8,4,,,,
1,34,8,921.32,3,,,,
0,47,8,704.73,4,,,,
0,58,8,216.36,2,,,,
0,51,8,103.07,2,,,,
0,21,8,2039.9,4,,,,
1,26,8,867.2,1,,,,
1,47,8,999.91,4,,,,
0,29,8,593.65,4,,,,
0,43,8,1478.4,1,,,,
0,83,8,97.05,2,,,,
1,30,8,501.04,4,,,,
1,29,8,1245.1,4,,,,
1,44,8,1423.3,4,,,,
1,69,8,842.97,3,,,,
0,42,8,1868.1,4,,,,
0,47,8,40.02,2,,,,
1,43,8,498.31,3,,,,
0,35,8,216.23,2,,,,
0,24,8,1414,4,,,,
0,64,8,81.85,2,,,,
1,44,8,1338.7,4,,,,
1,48,8,755.56,3,,,,
1,36,8,1719.4,4,,,,
1,26,8,1523.9,4,,,,
0,36,8,359.37,2,,,,
0,32,8,425.75,2,,,,
1,27,8,731.96,1,,,,
0,35,8,2460.8,3,,,,
0,27,8,631.67,4,,,,
1,35,8,742.69,1,,,,
0,36,8,1985.4,1,,,,
0,21,8,1389.9,1,,,,
1,51,8,865.51,3,,,,
0,71,8,396.34,2,,,,
0,76,8,251.69,2,,,,
0,38,8,1636.2,4,,,,
1,45,8,1240.3,4,,,,
0,63,8,2897.2,4,,,,
1,34,8,733.48,4,,,,
0,20,8,720.49,4,,,,
1,32,8,738.85,3,,,,
0,60,8,2999,4,,,,
1,64,8,197.6,3,,,,
1,22,8,1837.1,4,,,,
0,61,8,863.42,1,,,,
0,43,8,1779.8,4,,,,
0,62,8,140.01,2,,,,
0,29,8,213.59,2,,,,
1,54,8,1018.8,4,,,,
0,20,8,1678.5,4,,,,
0,58,8,152.41,3,,,,
0,39,8,2608.6,3,,,,
0,32,8,2987.4,3,,,,
0,34,8,801.44,3,,,,
1,19,8,83.04,1,,,,
1,66,8,545.46,1,,,,
1,74,8,269.16,3,,,,
1,53,8,1783.5,1,,,,
1,73,8,89.08,3,,,,
0,27,8,2224.4,3,,,,
1,36,8,1215.8,4,,,,
1,36,8,961.37,1,,,,
0,23,8,2832.7,4,,,,
1,31,8,305.44,1,,,,
0,57,8,431.96,4,,,,
0,33,8,263.68,2,,,,
1,23,8,1723.7,4,,,,
0,58,8,402.72,2,,,,
0,34,8,430.43,2,,,,
1,53,8,490.84,1,,,,
1,32,8,277.03,4,,,,
0,48,8,433.35,2,,,,
1,28,8,818.07,1,,,,
0,70,8,444.86,2,,,,
0,38,8,2267.7,4,,,,
0,43,8,1895.1,3,,,,
1,19,8,400.89,1,,,,
1,63,8,107.55,1,,,,
0,31,8,2002.7,3,,,,
1,31,8,399.75,4,,,,
1,27,8,620.27,3,,,,
1,19,8,1278,4,,,,
1,71,8,623.69,3,,,,
0,24,8,364.88,1,,,,
1,36,8,1644.5,4,,,,
0,72,8,470.61,2,,,,
0,28,8,798.27,1,,,,
1,20,8,641.42,1,,,,
1,54,8,1360.4,4,,,,
1,48,8,241.08,4,,,,
1,24,8,595.57,3,,,,
0,40,8,374.02,4,,,,
0,48,8,98.51,2,,,,
1,62,8,699.87,3,,,,
